TransactionID,Amount,TransactionType,Location,MerchantCategory,PaymentMethod,TransactionHour,IsFraud
TXN12130,520.82,POS,Lucknow,Food,Credit Card,17,0
TXN12131,568.65,POS,Jaipur,Clothing,Debit Card,21,0
TXN12132,1118.72,POS,Varanasi,Electronics,UPI,13,0
TXN12133,4137.22,Online,Kolkata,Travel,UPI,15,1
TXN12134,3914.86,Online,Hyderabad,Electronics,UPI,17,0
TXN12135,2366.95,Online,Bengaluru,Clothing,Debit Card,9,0
TXN12136,6564.48,ATM,Chennai,Fuel,UPI,8,0
TXN12137,1065.28,POS,Kolkata,Fuel,Net Banking,10,0
TXN12138,3544.09,Online,Bengaluru,Electronics,UPI,12,0
TXN12139,2988.93,POS,Mumbai,Fuel,Debit Card,14,0
TXN12140,2808.17,Online,Pune,Grocery,Net Banking,14,0
TXN12141,7876.58,Online,Chennai,Electronics,Credit Card,19,0
TXN12142,6037.32,Online,Jaipur,Healthcare,UPI,8,0
TXN12143,2727.25,Online,Bengaluru,Grocery,Debit Card,12,0
TXN12144,925.97,POS,Lucknow,Healthcare,UPI,22,0
TXN12145,1536.77,POS,Kolkata,Entertainment,Net Banking,19,0
TXN12146,8435.66,Online,Hyderabad,Entertainment,Credit Card,13,1
TXN12147,886.79,POS,Jaipur,Electronics,Debit Card,16,0
TXN12148,2877.56,POS,Chennai,Grocery,Debit Card,14,0
TXN12149,7855.01,Online,Varanasi,Fuel,Debit Card,12,0
TXN12150,9079.31,Online,Kolkata,Grocery,Credit Card,8,0
TXN12151,1741.34,POS,Jaipur,Entertainment,UPI,9,0
TXN12152,2030.26,POS,Pune,Electronics,Debit Card,10,0
TXN12153,2742.54,Online,Chennai,Food,Debit Card,12,0
TXN12154,2534.46,Online,Mumbai,Travel,Credit Card,10,0
TXN12155,3402.89,POS,Hyderabad,Travel,Credit Card,16,0
TXN12156,1359.25,POS,Mumbai,Travel,UPI,16,0
TXN12157,467.33,POS,Bengaluru,Fuel,UPI,4,0
TXN12158,364.06,POS,Varanasi,Grocery,UPI,17,0
TXN12159,3878.68,POS,Bengaluru,Fuel,Debit Card,14,0
TXN12160,5848.28,Online,Hyderabad,Entertainment,Credit Card,15,0
TXN12161,7131.51,Online,Kolkata,Travel,Credit Card,21,0
TXN12162,4673.98,Online,Bengaluru,Entertainment,Debit Card,9,0
TXN12163,1626.4,POS,Varanasi,Grocery,Credit Card,13,0
TXN12164,2116.58,Online,Delhi,Entertainment,UPI,14,0
TXN12165,2652.73,POS,Delhi,Food,Debit Card,16,1
TXN12166,2872.44,ATM,Jaipur,Fuel,Debit Card,17,0
TXN12167,6182.63,Online,Jaipur,Electronics,UPI,8,0
TXN12168,944.94,POS,Chennai,Entertainment,UPI,19,0
TXN12169,2756.8,Online,Jaipur,Entertainment,Credit Card,9,0
TXN12170,2577.9,POS,Pune,Electronics,UPI,22,0
TXN12171,5318.7,Online,Jaipur,Grocery,Net Banking,8,1
TXN12172,3045.0,POS,Pune,Grocery,Debit Card,23,0
TXN12173,2390.13,POS,Jaipur,Fuel,Debit Card,21,0
TXN12174,2800.15,Online,Mumbai,Entertainment,Debit Card,21,0
TXN12175,613.1,POS,Lucknow,Food,UPI,2,0
TXN12176,6757.12,Online,Pune,Travel,Credit Card,9,1
TXN12177,2124.65,POS,Kolkata,Food,Net Banking,16,1
TXN12178,1472.47,Online,Chennai,Electronics,UPI,18,0
TXN12179,3275.31,Online,Hyderabad,Electronics,Credit Card,18,0
TXN12180,9401.85,Online,Pune,Healthcare,Debit Card,4,0
TXN12181,4027.57,POS,Bengaluru,Travel,Credit Card,18,0
TXN12182,768.15,POS,Lucknow,Entertainment,Debit Card,14,0
TXN12183,2250.23,POS,Mumbai,Electronics,Net Banking,11,0
TXN12184,4236.16,POS,Delhi,Healthcare,Credit Card,18,0
TXN12185,2620.72,Online,Mumbai,Grocery,Debit Card,10,0
TXN12186,1891.31,ATM,Jaipur,Electronics,Credit Card,17,0
TXN12187,9679.14,Online,Chennai,Clothing,Debit Card,16,0
TXN12188,754.39,Online,Lucknow,Travel,Credit Card,16,0
TXN12189,4150.17,Online,Bengaluru,Healthcare,Debit Card,15,1
TXN12190,2193.1,Online,Pune,Travel,UPI,10,0
TXN12191,2839.16,POS,Mumbai,Travel,Credit Card,9,0
TXN12192,2036.57,ATM,Lucknow,Clothing,Credit Card,12,0
TXN12193,2734.03,Online,Pune,Food,UPI,22,0
TXN12194,3695.32,Online,Chennai,Grocery,Debit Card,19,0
TXN12195,1764.3,POS,Hyderabad,Travel,Credit Card,12,0
TXN12196,2498.17,POS,Delhi,Electronics,Credit Card,18,0
TXN12197,3668.13,POS,Chennai,Fuel,Credit Card,10,0
TXN12198,4282.71,Online,Jaipur,Grocery,Net Banking,9,0
TXN12199,14741.7,Online,Varanasi,Electronics,Debit Card,16,0
TXN12200,854.01,POS,Hyderabad,Grocery,UPI,10,0
TXN12201,5329.33,ATM,Jaipur,Entertainment,Credit Card,15,0
TXN12202,2957.88,POS,Mumbai,Grocery,Credit Card,7,0
TXN12203,1174.6,POS,Hyderabad,Healthcare,UPI,20,0
TXN12204,2422.97,POS,Jaipur,Electronics,Debit Card,12,0
TXN12205,7772.01,Online,Hyderabad,Fuel,UPI,1,0
TXN12206,619.19,ATM,Chennai,Electronics,Debit Card,22,0
TXN12207,1243.14,POS,Lucknow,Entertainment,Credit Card,15,0
TXN12208,11175.31,Online,Delhi,Grocery,UPI,21,0
TXN12209,774.41,POS,Delhi,Travel,Debit Card,9,0
TXN12210,6670.56,ATM,Jaipur,Fuel,UPI,11,0
TXN12211,2125.7,Online,Jaipur,Electronics,Debit Card,12,0
TXN12212,5565.67,Online,Hyderabad,Entertainment,UPI,9,0
TXN12213,1257.86,POS,Mumbai,Fuel,Credit Card,13,0
TXN12214,6779.7,ATM,Jaipur,Clothing,UPI,10,0
TXN12215,2155.67,Online,Hyderabad,Clothing,Net Banking,8,0
TXN12216,1834.94,POS,Kolkata,Grocery,Credit Card,7,0
TXN12217,13485.47,Online,Delhi,Food,Debit Card,10,0
TXN12218,5118.69,POS,Jaipur,Grocery,UPI,23,0
TXN12219,4297.33,Online,Chennai,Entertainment,Debit Card,10,0
TXN12220,2319.56,POS,Bengaluru,Grocery,UPI,20,0
TXN12221,3717.65,Online,Hyderabad,Travel,Net Banking,14,0
TXN12222,1070.55,Online,Delhi,Travel,UPI,10,0
TXN12223,5522.48,POS,Jaipur,Healthcare,Debit Card,20,0
TXN12224,1979.35,POS,Lucknow,Entertainment,Debit Card,19,0
TXN12225,724.65,POS,Hyderabad,Food,Debit Card,16,0
TXN12226,566.75,POS,Mumbai,Fuel,Credit Card,10,0
TXN12227,5014.15,POS,Jaipur,Entertainment,Debit Card,19,0
TXN12228,1255.91,Online,Hyderabad,Entertainment,UPI,1,0
TXN12229,1518.89,POS,Jaipur,Food,Credit Card,10,0
TXN12230,3264.91,POS,Varanasi,Entertainment,Net Banking,20,0
TXN12231,17980.96,Online,Bengaluru,Food,UPI,10,0
TXN12232,2064.12,POS,Pune,Food,Net Banking,17,0
TXN12233,3616.98,ATM,Pune,Food,Debit Card,14,0
TXN12234,7162.21,Online,Varanasi,Entertainment,Credit Card,13,0
TXN12235,4989.11,Online,Hyderabad,Entertainment,Debit Card,18,0
TXN12236,11843.44,Online,Mumbai,Grocery,Debit Card,3,0
TXN12237,6439.79,ATM,Jaipur,Entertainment,UPI,14,0
TXN12238,4165.09,POS,Hyderabad,Grocery,UPI,13,0
TXN12239,1455.1,POS,Lucknow,Healthcare,Debit Card,19,0
TXN12240,170.81,POS,Mumbai,Clothing,Debit Card,13,0
TXN12241,4159.09,Online,Lucknow,Clothing,Debit Card,21,1
TXN12242,1920.59,POS,Varanasi,Healthcare,UPI,23,0
TXN12243,4511.7,Online,Chennai,Healthcare,Net Banking,20,0
TXN12244,4912.29,ATM,Pune,Electronics,Debit Card,19,0
TXN12245,1902.69,Online,Pune,Grocery,Credit Card,18,0
TXN12246,5653.75,Online,Jaipur,Food,Net Banking,15,0
TXN12247,2569.1,POS,Bengaluru,Fuel,Debit Card,19,0
TXN12248,2990.8,Online,Varanasi,Electronics,UPI,16,0
TXN12249,2651.33,Online,Hyderabad,Travel,Debit Card,22,0
TXN12250,1857.89,POS,Varanasi,Grocery,Credit Card,21,0
TXN12251,714.18,POS,Hyderabad,Entertainment,Credit Card,16,0
TXN12252,764.87,ATM,Varanasi,Healthcare,UPI,13,0
TXN12253,2277.64,Online,Chennai,Clothing,Debit Card,9,0
TXN12254,4981.6,Online,Kolkata,Grocery,Debit Card,10,1
TXN12255,4562.29,Online,Bengaluru,Healthcare,Debit Card,9,0
TXN12256,3543.46,Online,Hyderabad,Fuel,Credit Card,21,1
TXN12257,8510.78,Online,Bengaluru,Fuel,UPI,21,0
TXN12258,906.19,POS,Mumbai,Grocery,UPI,11,0
TXN12259,234.87,POS,Varanasi,Entertainment,Debit Card,18,0
TXN12260,2765.12,POS,Jaipur,Grocery,UPI,8,0
TXN12261,4164.52,Online,Delhi,Entertainment,Debit Card,15,0
TXN12262,967.59,Online,Mumbai,Grocery,Credit Card,11,0
TXN12263,1702.87,ATM,Lucknow,Travel,UPI,22,0
TXN12264,1127.29,POS,Pune,Clothing,Debit Card,8,0
TXN12265,1827.73,Online,Delhi,Grocery,Debit Card,8,0
TXN12266,9134.2,Online,Chennai,Healthcare,Debit Card,19,0
TXN12267,4930.01,Online,Varanasi,Travel,UPI,11,0
TXN12268,240.8,Online,Kolkata,Fuel,Credit Card,10,0
TXN12269,3611.45,POS,Chennai,Electronics,Credit Card,9,0
TXN12270,8826.93,Online,Hyderabad,Grocery,UPI,10,0
TXN12271,382.58,POS,Delhi,Entertainment,UPI,23,0
TXN12272,1574.91,POS,Pune,Travel,UPI,13,0
TXN12273,6898.61,Online,Jaipur,Food,Credit Card,10,0
TXN12274,14507.1,Online,Kolkata,Electronics,Debit Card,6,0
TXN12275,3155.65,ATM,Bengaluru,Clothing,Debit Card,8,0
TXN12276,2263.08,Online,Varanasi,Grocery,UPI,17,0
TXN12277,1071.17,Online,Hyderabad,Grocery,UPI,10,0
TXN12278,3941.0,Online,Varanasi,Travel,Net Banking,15,0
TXN12279,10355.81,Online,Chennai,Fuel,Debit Card,15,1
TXN12280,2187.51,POS,Delhi,Clothing,Debit Card,12,0
TXN12281,1822.42,POS,Chennai,Food,Debit Card,18,0
TXN12282,1713.48,POS,Delhi,Electronics,Debit Card,3,0
TXN12283,3134.18,POS,Jaipur,Healthcare,Credit Card,13,0
TXN12284,6381.45,POS,Pune,Clothing,Net Banking,13,0
TXN12285,1634.37,POS,Bengaluru,Grocery,Credit Card,8,1
TXN12286,1750.46,POS,Jaipur,Travel,Credit Card,1,0
TXN12287,5068.21,ATM,Mumbai,Food,UPI,15,0
TXN12288,3333.02,POS,Pune,Travel,Debit Card,11,0
TXN12289,3743.68,Online,Jaipur,Electronics,UPI,21,0
TXN12290,4216.22,POS,Kolkata,Entertainment,UPI,18,0
TXN12291,6121.48,Online,Varanasi,Entertainment,Debit Card,7,0
TXN12292,1905.21,POS,Chennai,Clothing,UPI,17,0
TXN12293,2194.86,POS,Pune,Travel,Credit Card,20,0
TXN12294,1711.45,Online,Kolkata,Healthcare,Debit Card,22,0
TXN12295,2505.22,POS,Chennai,Healthcare,Debit Card,11,0
TXN12296,92.22,POS,Mumbai,Entertainment,Credit Card,13,0
TXN12297,1644.43,POS,Lucknow,Entertainment,Debit Card,17,0
TXN12298,2387.68,POS,Pune,Travel,Debit Card,21,0
TXN12299,1430.06,POS,Kolkata,Fuel,Credit Card,17,0
TXN12300,1814.88,POS,Chennai,Grocery,Credit Card,12,0
TXN12301,1894.94,Online,Chennai,Travel,UPI,7,0
TXN12302,6066.69,Online,Jaipur,Food,Net Banking,8,0
TXN12303,460.59,Online,Delhi,Clothing,UPI,15,0
TXN12304,3530.96,POS,Jaipur,Electronics,Credit Card,10,0
TXN12305,1376.55,ATM,Kolkata,Fuel,UPI,13,0
TXN12306,3460.15,POS,Hyderabad,Healthcare,UPI,13,0
TXN12307,3307.51,POS,Varanasi,Fuel,Debit Card,16,0
TXN12308,3230.65,Online,Pune,Travel,Debit Card,11,0
TXN12309,4442.48,POS,Jaipur,Food,UPI,14,0
TXN12310,4412.12,POS,Chennai,Fuel,UPI,16,0
TXN12311,6233.6,Online,Chennai,Entertainment,Net Banking,16,0
TXN12312,3175.2,Online,Lucknow,Healthcare,UPI,14,0
TXN12313,1294.12,Online,Pune,Fuel,UPI,18,0
TXN12314,6000.44,Online,Lucknow,Healthcare,Debit Card,12,0
TXN12315,1109.84,ATM,Varanasi,Electronics,Credit Card,19,0
TXN12316,2403.38,POS,Mumbai,Healthcare,Net Banking,23,0
TXN12317,1332.3,POS,Jaipur,Fuel,Debit Card,19,0
TXN12318,2540.82,POS,Bengaluru,Food,Debit Card,19,0
TXN12319,1877.22,POS,Kolkata,Healthcare,Credit Card,20,0
TXN12320,2015.94,POS,Kolkata,Healthcare,UPI,7,0
TXN12321,6648.0,ATM,Mumbai,Travel,Debit Card,15,0
TXN12322,4781.56,Online,Pune,Travel,UPI,17,0
TXN12323,3693.15,Online,Jaipur,Entertainment,Debit Card,21,0
TXN12324,1699.75,POS,Varanasi,Clothing,Credit Card,20,0
TXN12325,9219.41,Online,Delhi,Grocery,Net Banking,12,0
TXN12326,3757.48,ATM,Lucknow,Food,Debit Card,11,0
TXN12327,1592.42,Online,Mumbai,Grocery,Debit Card,11,0
TXN12328,5293.5,POS,Delhi,Grocery,Credit Card,10,1
TXN12329,9464.62,Online,Lucknow,Healthcare,Credit Card,11,0
TXN12330,2462.44,POS,Mumbai,Fuel,Debit Card,18,0
TXN12331,3394.96,POS,Kolkata,Entertainment,Credit Card,8,0
TXN12332,1303.07,POS,Kolkata,Electronics,Net Banking,18,0
TXN12333,3368.18,Online,Chennai,Fuel,Debit Card,9,0
TXN12334,1684.04,Online,Lucknow,Fuel,Debit Card,17,0
TXN12335,2461.24,POS,Bengaluru,Electronics,Credit Card,16,0
TXN12336,2744.64,POS,Varanasi,Healthcare,Credit Card,16,0
TXN12337,513.86,POS,Hyderabad,Entertainment,Debit Card,11,0
TXN12338,3798.75,POS,Pune,Food,UPI,8,0
TXN12339,2649.92,POS,Pune,Grocery,Net Banking,19,0
TXN12340,2369.63,POS,Lucknow,Clothing,Debit Card,10,0
TXN12341,7968.1,Online,Mumbai,Entertainment,UPI,7,0
TXN12342,3602.74,POS,Mumbai,Grocery,Debit Card,8,0
TXN12343,944.78,POS,Hyderabad,Electronics,UPI,8,0
TXN12344,1039.3,POS,Varanasi,Grocery,Credit Card,18,0
TXN12345,2212.92,ATM,Jaipur,Travel,Credit Card,18,0
TXN12346,983.37,Online,Varanasi,Travel,Credit Card,11,1
TXN12347,4436.84,Online,Jaipur,Clothing,Debit Card,19,0
TXN12348,294.03,POS,Hyderabad,Food,UPI,20,0
TXN12349,1669.41,Online,Jaipur,Grocery,Credit Card,14,0
TXN12350,2633.97,POS,Bengaluru,Travel,Debit Card,20,0
TXN12351,2812.01,Online,Chennai,Food,Net Banking,14,0
TXN12352,5209.9,ATM,Varanasi,Entertainment,Debit Card,19,0
TXN12353,8668.5,Online,Jaipur,Entertainment,UPI,13,0
TXN12354,1473.75,Online,Kolkata,Travel,Credit Card,6,0
TXN12355,2451.5,Online,Bengaluru,Food,Credit Card,9,0
TXN12356,564.91,POS,Varanasi,Food,Debit Card,11,0
TXN12357,2275.74,ATM,Jaipur,Travel,Debit Card,13,0
TXN12358,1498.98,POS,Kolkata,Healthcare,Debit Card,14,0
TXN12359,1352.28,Online,Hyderabad,Electronics,UPI,23,0
TXN12360,1513.48,POS,Hyderabad,Food,UPI,14,0
TXN12361,3356.69,POS,Lucknow,Entertainment,UPI,12,0
TXN12362,3659.62,POS,Pune,Healthcare,UPI,12,0
TXN12363,6112.94,POS,Delhi,Grocery,Net Banking,21,0
TXN12364,3456.3,Online,Kolkata,Healthcare,Credit Card,12,0
TXN12365,5882.43,Online,Lucknow,Travel,UPI,19,0
TXN12366,816.81,POS,Bengaluru,Healthcare,Debit Card,10,0
TXN12367,1103.71,POS,Jaipur,Electronics,UPI,13,0
TXN12368,7069.93,Online,Varanasi,Travel,UPI,16,1
TXN12369,2494.03,POS,Mumbai,Clothing,Debit Card,15,0
TXN12370,2965.1,Online,Kolkata,Grocery,Credit Card,16,0
TXN12371,1954.39,Online,Delhi,Entertainment,Net Banking,18,1
TXN12372,5270.44,Online,Mumbai,Clothing,Debit Card,14,0
TXN12373,9972.49,Online,Chennai,Healthcare,Credit Card,9,0
TXN12374,1745.3,POS,Delhi,Food,Debit Card,16,0
TXN12375,2328.52,Online,Lucknow,Healthcare,Credit Card,11,0
TXN12376,1714.39,POS,Delhi,Fuel,Debit Card,11,0
TXN12377,1650.14,POS,Jaipur,Entertainment,Debit Card,8,0
TXN12378,1667.62,Online,Varanasi,Entertainment,Debit Card,21,0
TXN12379,1502.5,POS,Bengaluru,Fuel,UPI,6,0
TXN12380,4221.1,Online,Mumbai,Food,Credit Card,3,0
TXN12381,241.42,Online,Delhi,Clothing,Credit Card,18,0
TXN12382,5392.77,Online,Jaipur,Clothing,Credit Card,18,0
TXN12383,10868.45,ATM,Hyderabad,Food,Debit Card,12,0
TXN12384,1152.46,POS,Delhi,Electronics,Net Banking,18,0
TXN12385,818.01,POS,Delhi,Fuel,UPI,14,0
TXN12386,11313.25,Online,Pune,Grocery,Credit Card,18,0
TXN12387,2134.86,POS,Mumbai,Travel,Credit Card,15,0
TXN12388,7369.36,Online,Pune,Fuel,UPI,18,0
TXN12389,1780.75,Online,Pune,Clothing,Debit Card,19,0
TXN12390,8189.6,Online,Varanasi,Grocery,Debit Card,10,0
TXN12391,2848.33,POS,Jaipur,Travel,Credit Card,12,0
TXN12392,1218.71,POS,Pune,Healthcare,Net Banking,14,0
TXN12393,746.33,POS,Delhi,Travel,Debit Card,9,0
TXN12394,1664.66,POS,Lucknow,Clothing,Credit Card,22,0
TXN12395,1890.6,ATM,Lucknow,Electronics,Debit Card,21,0
TXN12396,1481.99,POS,Hyderabad,Electronics,Debit Card,19,0
TXN12397,6977.13,POS,Lucknow,Grocery,Credit Card,9,0
TXN12398,643.74,POS,Hyderabad,Healthcare,Debit Card,13,0
TXN12399,3769.16,Online,Lucknow,Grocery,Net Banking,21,0
TXN12400,3639.93,Online,Chennai,Food,Credit Card,16,0
TXN12401,3109.01,POS,Hyderabad,Electronics,Debit Card,12,0
TXN12402,5843.42,POS,Kolkata,Grocery,Credit Card,7,0
TXN12403,4521.22,POS,Mumbai,Food,UPI,7,0
TXN12404,889.1,POS,Mumbai,Healthcare,Debit Card,17,0
TXN12405,4651.2,Online,Mumbai,Entertainment,Credit Card,11,0
TXN12406,13197.3,Online,Jaipur,Travel,UPI,14,0
TXN12407,3424.16,POS,Varanasi,Grocery,Debit Card,19,0
TXN12408,648.24,POS,Bengaluru,Food,Net Banking,9,0
TXN12409,7353.12,ATM,Varanasi,Electronics,Debit Card,7,0
TXN12410,2212.07,POS,Hyderabad,Fuel,Debit Card,12,0
TXN12411,10733.85,Online,Varanasi,Travel,Credit Card,9,0
TXN12412,1956.28,POS,Lucknow,Grocery,Debit Card,14,0
TXN12413,3565.26,Online,Hyderabad,Electronics,UPI,15,0
TXN12414,3384.9,POS,Varanasi,Entertainment,Credit Card,8,0
TXN12415,2153.23,Online,Varanasi,Travel,Debit Card,19,0
TXN12416,5006.98,ATM,Pune,Clothing,Net Banking,1,0
TXN12417,1051.48,POS,Chennai,Electronics,UPI,11,0
TXN12418,924.11,POS,Jaipur,Clothing,Credit Card,5,0
TXN12419,2002.51,POS,Hyderabad,Healthcare,Credit Card,18,0
TXN12420,3441.41,POS,Bengaluru,Grocery,Debit Card,20,0
TXN12421,3053.64,POS,Mumbai,Entertainment,UPI,11,0
TXN12422,4998.52,POS,Delhi,Food,UPI,11,0
TXN12423,3496.46,Online,Kolkata,Grocery,Debit Card,18,0
TXN12424,2217.65,POS,Varanasi,Electronics,Credit Card,20,0
TXN12425,1060.65,POS,Mumbai,Clothing,Credit Card,21,0
TXN12426,13684.8,ATM,Lucknow,Fuel,Debit Card,16,0
TXN12427,1495.6,POS,Kolkata,Clothing,UPI,16,0
TXN12428,8470.12,ATM,Chennai,Travel,Debit Card,16,0
TXN12429,2705.69,POS,Mumbai,Grocery,Debit Card,14,0
TXN12430,5042.94,ATM,Pune,Grocery,Debit Card,15,0
TXN12431,1430.53,Online,Mumbai,Electronics,Credit Card,7,0
TXN12432,3437.07,Online,Chennai,Fuel,Debit Card,23,0
TXN12433,4941.32,ATM,Mumbai,Clothing,UPI,6,0
TXN12434,712.96,POS,Varanasi,Electronics,UPI,14,0
TXN12435,3955.65,ATM,Mumbai,Electronics,Debit Card,19,0
TXN12436,2283.23,POS,Pune,Healthcare,UPI,16,0
TXN12437,2218.67,POS,Jaipur,Clothing,UPI,7,0
TXN12438,1663.94,POS,Chennai,Electronics,Debit Card,15,0
TXN12439,1379.03,Online,Pune,Clothing,Debit Card,21,0
TXN12440,1298.33,POS,Hyderabad,Electronics,Debit Card,17,0
TXN12441,3810.04,Online,Mumbai,Fuel,Debit Card,19,0
TXN12442,3263.95,Online,Bengaluru,Food,UPI,14,0
TXN12443,823.99,Online,Mumbai,Fuel,Credit Card,11,0
TXN12444,10311.4,Online,Chennai,Fuel,Net Banking,9,0
TXN12445,2692.9,POS,Kolkata,Electronics,UPI,20,0
TXN12446,2879.11,POS,Pune,Fuel,Debit Card,18,0
TXN12447,1234.0,POS,Bengaluru,Fuel,UPI,9,0
TXN12448,2995.71,POS,Hyderabad,Fuel,Debit Card,15,0
TXN12449,889.95,POS,Lucknow,Electronics,Debit Card,18,0
TXN12450,873.57,POS,Hyderabad,Entertainment,UPI,16,0
TXN12451,1855.92,POS,Pune,Food,Debit Card,22,0
TXN12452,2320.54,ATM,Kolkata,Grocery,Debit Card,9,0
TXN12453,5617.53,Online,Pune,Clothing,UPI,18,0
TXN12454,2491.07,POS,Delhi,Entertainment,UPI,16,0
TXN12455,5093.93,Online,Bengaluru,Travel,Debit Card,21,0
TXN12456,1818.26,POS,Kolkata,Food,Debit Card,20,0
TXN12457,6045.69,POS,Bengaluru,Entertainment,Credit Card,17,0
TXN12458,3447.19,Online,Pune,Fuel,UPI,13,0
TXN12459,3424.71,Online,Jaipur,Grocery,Debit Card,9,1
TXN12460,753.98,POS,Bengaluru,Electronics,Net Banking,19,0
TXN12461,3165.19,ATM,Delhi,Healthcare,UPI,20,0
TXN12462,2677.36,ATM,Varanasi,Grocery,UPI,12,0
TXN12463,6213.55,Online,Kolkata,Food,Net Banking,10,0
TXN12464,6998.32,Online,Delhi,Healthcare,Net Banking,21,0
TXN12465,4605.98,Online,Delhi,Electronics,Debit Card,14,0
TXN12466,3460.17,POS,Lucknow,Grocery,Debit Card,18,0
TXN12467,1567.55,POS,Jaipur,Travel,UPI,16,0
TXN12468,1646.33,POS,Mumbai,Clothing,Net Banking,18,0
TXN12469,2978.16,POS,Jaipur,Clothing,UPI,1,0
TXN12470,4786.35,Online,Chennai,Food,Credit Card,17,0
TXN12471,2005.17,POS,Lucknow,Entertainment,UPI,15,0
TXN12472,5622.22,ATM,Pune,Electronics,Debit Card,19,0
TXN12473,9797.35,ATM,Pune,Electronics,Net Banking,22,0
TXN12474,3173.02,Online,Hyderabad,Clothing,Credit Card,20,0
TXN12475,6676.26,Online,Mumbai,Grocery,Net Banking,13,0
TXN12476,7130.41,Online,Chennai,Electronics,Credit Card,16,0
TXN12477,1497.87,POS,Bengaluru,Travel,Net Banking,10,0
TXN12478,7420.92,Online,Jaipur,Travel,Debit Card,0,0
TXN12479,3267.62,POS,Kolkata,Electronics,UPI,8,0
TXN12480,2114.15,Online,Delhi,Electronics,Net Banking,7,0
TXN12481,1427.11,POS,Bengaluru,Clothing,UPI,19,0
TXN12482,912.87,Online,Hyderabad,Food,UPI,9,0
TXN12483,851.47,ATM,Jaipur,Clothing,Debit Card,8,0
TXN12484,2291.23,POS,Kolkata,Food,Credit Card,10,0
TXN12485,1818.48,POS,Hyderabad,Fuel,UPI,21,0
TXN12486,8582.82,ATM,Delhi,Travel,Debit Card,10,0
TXN12487,6837.14,Online,Lucknow,Food,UPI,17,0
TXN12488,7768.76,Online,Mumbai,Clothing,UPI,20,0
TXN12489,1630.59,Online,Lucknow,Electronics,Debit Card,20,0
TXN12490,1964.07,POS,Kolkata,Food,Debit Card,22,0
TXN12491,4214.9,POS,Lucknow,Clothing,Credit Card,12,0
TXN12492,2395.84,POS,Kolkata,Travel,Debit Card,14,0
TXN12493,1694.7,Online,Chennai,Healthcare,Net Banking,10,0
TXN12494,864.71,POS,Chennai,Fuel,UPI,6,0
TXN12495,2839.4,Online,Varanasi,Food,Credit Card,23,0
TXN12496,3910.32,Online,Varanasi,Travel,Debit Card,20,0
TXN12497,6247.38,Online,Lucknow,Travel,UPI,11,0
TXN12498,2561.61,Online,Pune,Grocery,Credit Card,19,0
TXN12499,3318.3,ATM,Lucknow,Healthcare,Debit Card,20,0
TXN12500,6408.4,POS,Lucknow,Food,Credit Card,10,0
TXN12501,7199.48,Online,Pune,Clothing,UPI,21,0
TXN12502,780.15,Online,Mumbai,Food,Debit Card,11,0
TXN12503,10312.95,Online,Jaipur,Food,Credit Card,16,0
TXN12504,4228.07,ATM,Pune,Healthcare,Net Banking,19,0
TXN12505,1517.92,POS,Kolkata,Entertainment,Debit Card,16,0
TXN12506,2177.09,POS,Jaipur,Travel,UPI,10,0
TXN12507,7061.02,Online,Delhi,Travel,Credit Card,21,0
TXN12508,4572.29,POS,Mumbai,Travel,Debit Card,0,0
TXN12509,9348.51,Online,Delhi,Travel,Debit Card,15,0
TXN12510,3063.65,ATM,Varanasi,Healthcare,Debit Card,4,0
TXN12511,1264.89,POS,Bengaluru,Clothing,Debit Card,17,0
TXN12512,844.85,ATM,Chennai,Electronics,Debit Card,4,0
TXN12513,3342.19,POS,Delhi,Grocery,Debit Card,6,0
TXN12514,3017.59,Online,Hyderabad,Entertainment,Debit Card,14,1
TXN12515,5323.48,Online,Lucknow,Entertainment,UPI,18,0
TXN12516,7084.29,ATM,Kolkata,Fuel,UPI,13,0
TXN12517,2771.23,POS,Delhi,Travel,UPI,21,0
TXN12518,807.48,POS,Delhi,Fuel,Credit Card,21,0
TXN12519,7767.34,Online,Bengaluru,Travel,Net Banking,13,0
TXN12520,7722.12,Online,Varanasi,Grocery,Debit Card,16,0
TXN12521,2294.27,Online,Lucknow,Travel,Debit Card,23,0
TXN12522,1242.62,POS,Lucknow,Electronics,Debit Card,20,0
TXN12523,709.24,POS,Bengaluru,Entertainment,UPI,8,0
TXN12524,1493.16,POS,Pune,Food,UPI,7,0
TXN12525,8036.07,Online,Bengaluru,Grocery,UPI,16,0
TXN12526,2684.24,POS,Hyderabad,Entertainment,Credit Card,20,0
TXN12527,858.49,POS,Jaipur,Clothing,UPI,19,0
TXN12528,147.19,ATM,Hyderabad,Entertainment,Debit Card,17,0
TXN12529,2964.06,POS,Bengaluru,Grocery,Credit Card,20,0
TXN12530,4924.28,ATM,Chennai,Electronics,Credit Card,8,0
TXN12531,1432.81,Online,Pune,Healthcare,Debit Card,14,0
TXN12532,3289.37,Online,Chennai,Clothing,Debit Card,19,0
TXN12533,2258.37,POS,Hyderabad,Food,UPI,9,0
TXN12534,832.51,POS,Lucknow,Travel,Credit Card,12,1
TXN12535,4951.07,Online,Hyderabad,Grocery,Debit Card,14,0
TXN12536,1536.86,Online,Mumbai,Clothing,Credit Card,7,0
TXN12537,2187.54,Online,Varanasi,Grocery,Net Banking,1,0
TXN12538,3757.23,POS,Kolkata,Food,Credit Card,14,0
